foodId,userId,rating
54,12,5
55,12,5
56,12,5
57,12,5
58,12,5
59,12,1
60,12,1
1,13,5
2,13,1
3,13,3
4,13,2
5,13,5
6,13,4
7,13,2
8,13,1
9,13,3
10,13,4
11,13,4
12,13,5
13,13,3
14,13,2
15,13,5
16,13,4
17,13,1
18,13,2
19,13,3
20,13,1
21,13,4
22,13,3
23,13,1
24,13,1
25,13,2
26,13,2
27,13,5
28,13,5
29,13,4
30,13,3
31,13,5
32,13,4
33,13,3
34,13,5
35,13,3
36,13,1
37,13,1
38,13,4
39,13,2
40,13,2
41,13,2
42,13,2
43,13,5
44,13,1
45,13,3
46,13,5
47,13,4
48,13,3
49,13,4
50,13,1
51,13,3
52,13,2
53,13,1
54,13,5
55,13,2
56,13,4
57,13,5
58,13,4
59,13,3
60,13,1
1,14,3
2,14,3
3,14,5
4,14,4
5,14,3
6,14,3
7,14,5
8,14,2
9,14,5
10,14,3
11,14,5
12,14,5
13,14,2
14,14,3
15,14,5
16,14,1
17,14,1
18,14,2
19,14,2
20,14,4
21,14,1
22,14,4
23,14,4
24,14,4
25,14,1
26,14,4
27,14,2
28,14,2
29,14,1
30,14,1
31,14,3
32,14,4
33,14,2
34,14,5
35,14,3
36,14,1
37,14,2
38,14,4
39,14,1
40,14,5
41,14,2
42,14,5
43,14,5
44,14,4
45,14,2
46,14,1
47,14,4
48,14,1
49,14,3
50,14,3
51,14,5
52,14,2
53,14,3
54,14,4
55,14,5
56,14,1
57,14,2
58,14,3
59,14,1
60,14,2
1,15,3
2,15,5
3,15,5
4,15,5
5,15,3
6,15,5
7,15,5
8,15,3
9,15,5
10,15,5
11,15,4
12,15,4
13,15,4
14,15,4
15,15,3
16,15,3
17,15,3
18,15,4
19,15,3
20,15,3
21,15,2
22,15,1
23,15,1
24,15,1
25,15,1
26,15,4
27,15,4
28,15,1
29,15,2
30,15,2
31,15,2
32,15,5
33,15,5
34,15,1
35,15,2
36,15,3
37,15,4
38,15,4
39,15,3
40,15,1
41,15,1
42,15,5
43,15,5
44,15,1
45,15,4
46,15,2
47,15,4
48,15,2
49,15,3
50,15,3
51,15,5
52,15,3
53,15,5
54,15,4
55,15,4
56,15,2
57,15,2
58,15,1
59,15,1
60,15,3
1,16,2
2,16,3
3,16,4
4,16,3
5,16,4
6,16,3
7,16,5
8,16,2
9,16,5
10,16,3
11,16,5
12,16,5
13,16,2
14,16,4
15,16,4
16,16,1
17,16,1
18,16,5
19,16,4
20,16,4
21,16,1
22,16,1
23,16,2
24,16,2
25,16,1
26,16,5
27,16,1
28,16,3
29,16,2
30,16,3
31,16,4
32,16,5
33,16,5
34,16,1
35,16,4
36,16,1
37,16,3
38,16,2
39,16,2
40,16,3
41,16,3
42,16,5
43,16,5
44,16,3
45,16,4
46,16,2
47,16,1
48,16,1
49,16,2
50,16,4
51,16,5
52,16,3
53,16,4
54,16,1
55,16,5
56,16,1
57,16,3
58,16,2
59,16,4
60,16,2
1,17,2
2,17,3
3,17,5
4,17,5
5,17,5
6,17,4
7,17,5
8,17,3
9,17,5
10,17,5
11,17,4
12,17,4
13,17,3
14,17,3
15,17,4
16,17,2
17,17,4
18,17,3
19,17,2
20,17,1
21,17,1
22,17,2
23,17,1
24,17,4
25,17,2
26,17,1
27,17,3
28,17,1
29,17,2
30,17,1
31,17,4
32,17,2
33,17,5
34,17,2
35,17,5
36,17,3
37,17,3
38,17,4
39,17,1
40,17,1
41,17,3
42,17,5
43,17,5
44,17,4
45,17,3
46,17,4
47,17,2
48,17,2
49,17,1
50,17,1
51,17,5
52,17,2
53,17,2
54,17,4
55,17,5
56,17,4
57,17,3
58,17,1
59,17,3
60,17,1
1,18,1
2,18,2
3,18,3
4,18,4
5,18,3
6,18,2
7,18,2
8,18,3
9,18,4
10,18,3
11,18,1
12,18,1
13,18,2
14,18,3
15,18,4
16,18,5
17,18,1
18,18,5
19,18,5
20,18,5
21,18,3
22,18,2
23,18,4
24,18,2
25,18,3
26,18,1
27,18,1
28,18,4
29,18,3
30,18,4
31,18,5
32,18,5
33,18,5
34,18,5
35,18,5
36,18,5
37,18,5
38,18,5
39,18,5
40,18,5
41,18,5
42,18,5
43,18,5
44,18,5
45,18,5
46,18,5
47,18,5
48,18,5
49,18,3
50,18,4
51,18,5
52,18,5
53,18,5
54,18,5
55,18,5
56,18,5
57,18,5
58,18,5
59,18,5
60,18,5
1,19,4
2,19,5
3,19,4
4,19,5
5,19,5
6,19,4
7,19,5
8,19,3
9,19,5
10,19,4
11,19,4
12,19,3
13,19,5
14,19,3
15,19,3
16,19,4
17,19,1
18,19,3
19,19,4
20,19,4
21,19,1
22,19,3
23,19,2
24,19,3
25,19,2
26,19,2
27,19,3
28,19,3
29,19,2
30,19,5
31,19,4
32,19,5
33,19,5
34,19,5
35,19,5
36,19,1
37,19,2
38,19,2
39,19,4
40,19,2
41,19,3
42,19,5
43,19,5
44,19,4
45,19,3
46,19,3
47,19,4
48,19,2
49,19,2
50,19,3
51,19,5
52,19,4
53,19,4
54,19,5
55,19,5
56,19,4
57,19,4
58,19,4
59,19,3
60,19,3
1,20,2
2,20,4
3,20,4
4,20,4
5,20,2
6,20,1
7,20,4
8,20,1
9,20,4
10,20,2
11,20,3
12,20,5
13,20,3
14,20,2
15,20,3
16,20,3
17,20,1
18,20,2
19,20,3
20,20,5
21,20,1
22,20,2
23,20,1
24,20,5
25,20,1
26,20,5
27,20,5
28,20,3
29,20,4
30,20,5
31,20,5
32,20,5
33,20,4
34,20,3
35,20,2
36,20,2
37,20,1
38,20,4
39,20,3
40,20,1
41,20,3
42,20,5
43,20,5
44,20,2
45,20,4
46,20,2
47,20,1
48,20,1
49,20,3
50,20,4
51,20,2
52,20,5
53,20,5
54,20,4
55,20,3
56,20,3
57,20,2
58,20,1
59,20,4
60,20,1
1,21,2
2,21,4
3,21,4
4,21,3
5,21,5
6,21,5
7,21,5
8,21,2
9,21,5
10,21,5
11,21,5
12,21,2
13,21,4
14,21,4
15,21,3
16,21,3
17,21,1
18,21,1
19,21,4
20,21,3
21,21,1
22,21,1
23,21,3
24,21,4
25,21,3
26,21,2
27,21,1
28,21,2
29,21,2
30,21,2
31,21,4
32,21,5
33,21,5
34,21,2
35,21,4
36,21,3
37,21,2
38,21,3
39,21,1
40,21,1
41,21,5
42,21,3
43,21,1
44,21,2
45,21,5
46,21,2
47,21,3
48,21,4
49,21,1
50,21,4
51,21,5
52,21,5
53,21,4
54,21,4
55,21,3
56,21,3
57,21,2
58,21,2
59,21,1
60,21,1
1,22,5
2,22,4
3,22,5
4,22,4
5,22,2
6,22,3
7,22,4
8,22,2
9,22,4
10,22,4
11,22,4
12,22,3
13,22,5
14,22,4
15,22,4
16,22,4
17,22,2
18,22,2
19,22,3
20,22,5
21,22,3
22,22,4
23,22,3
24,22,3
25,22,3
26,22,3
27,22,4
28,22,3
29,22,3
30,22,3
31,22,4
32,22,3
33,22,3
34,22,2
35,22,3
36,22,4
37,22,2
38,22,2
39,22,2
40,22,2
41,22,2
42,22,3
43,22,4
44,22,3
45,22,1
46,22,2
47,22,2
48,22,2
49,22,3
50,22,4
51,22,4
52,22,5
53,22,3
54,22,2
55,22,4
56,22,3
57,22,3
58,22,4
59,22,3
60,22,3
1,23,4
2,23,2
3,23,3
4,23,4
5,23,3
6,23,1
7,23,5
8,23,4
9,23,4
10,23,1
11,23,2
12,23,5
13,23,5
14,23,3
15,23,4
16,23,2
17,23,1
18,23,3
19,23,1
20,23,3
21,23,1
22,23,3
23,23,2
24,23,4
25,23,2
26,23,1
27,23,2
28,23,5
29,23,5
30,23,5
31,23,4
32,23,4
33,23,5
34,23,2
35,23,1
36,23,2
37,23,5
38,23,3
39,23,1
40,23,3
41,23,5
42,23,3
43,23,5
44,23,1
45,23,1
46,23,4
47,23,2
48,23,2
49,23,3
50,23,4
51,23,5
52,23,2
53,23,4
54,23,5
55,23,2
56,23,1
57,23,1
58,23,4
59,23,3
60,23,3
1,24,2
2,24,3
3,24,4
4,24,4
5,24,3
6,24,5
7,24,3
8,24,1
9,24,5
10,24,3
11,24,4
12,24,5
13,24,5
14,24,5
15,24,3
16,24,3
17,24,3
18,24,4
19,24,4
20,24,3
21,24,1
22,24,2
23,24,3
24,24,3
25,24,2
26,24,1
27,24,4
28,24,5
29,24,4
30,24,4
31,24,4
32,24,4
33,24,5
34,24,5
35,24,3
36,24,3
37,24,1
38,24,2
39,24,2
40,24,1
41,24,3
42,24,3
43,24,5
44,24,1
45,24,1
46,24,4
47,24,5
48,24,4
49,24,2
50,24,2
51,24,5
52,24,4
53,24,5
54,24,3
55,24,3
56,24,1
57,24,1
58,24,2
59,24,2
60,24,1
1,25,5
2,25,2
3,25,4
4,25,4
5,25,5
6,25,2
7,25,4
8,25,2
9,25,4
10,25,2
11,25,3
12,25,3
13,25,5
14,25,3
15,25,3
16,25,1
17,25,2
18,25,5
19,25,5
20,25,3
21,25,1
22,25,1
23,25,3
24,25,5
25,25,4
26,25,3
27,25,1
28,25,4
29,25,1
30,25,2
31,25,2
32,25,4
33,25,5
34,25,3
35,25,3
36,25,2
37,25,1
38,25,4
39,25,5
40,25,1
41,25,2
42,25,2
43,25,4
44,25,5
45,25,1
46,25,3
47,25,5
48,25,4
49,25,3
50,25,1
51,25,5
52,25,1
53,25,3
54,25,2
55,25,4
56,25,3
57,25,4
58,25,2
59,25,5
60,25,1
1,26,3
2,26,4
3,26,5
4,26,3
5,26,3
6,26,2
7,26,5
8,26,5
9,26,4
10,26,1
11,26,1
12,26,4
13,26,5
14,26,5
15,26,5
16,26,3
17,26,2
18,26,3
19,26,3
20,26,3
21,26,1
22,26,5
23,26,3
24,26,3
25,26,4
26,26,4
27,26,5
28,26,4
29,26,2
30,26,1
31,26,3
32,26,3
33,26,5
34,26,5
35,26,2
36,26,1
37,26,1
38,26,4
39,26,4
40,26,2
41,26,4
42,26,5
43,26,1
44,26,2
45,26,4
46,26,3
47,26,4
48,26,1
49,26,2
50,26,5
51,26,5
52,26,5
53,26,4
54,26,1
55,26,4
56,26,3
57,26,1
58,26,2
59,26,3
60,26,2
1,27,2
2,27,2
3,27,4
4,27,4
5,27,4
6,27,5
7,27,5
8,27,4
9,27,2
10,27,3
11,27,3
12,27,3
13,27,2
14,27,1
15,27,1
16,27,5
17,27,2
18,27,3
19,27,4
20,27,4
21,27,5
22,27,5
23,27,3
24,27,3
25,27,2
26,27,1
27,27,5
28,27,1
29,27,1
30,27,1
31,27,1
32,27,1
33,27,3
34,27,4
35,27,4
36,27,2
37,27,2
38,27,3
39,27,5
40,27,5
41,27,1
42,27,2
43,27,5
44,27,2
45,27,1
46,27,3
47,27,3
48,27,4
49,27,4
50,27,5
51,27,2
52,27,3
53,27,4
54,27,1
55,27,5
56,27,3
57,27,5
58,27,4
59,27,2
60,27,1
1,28,4
2,28,4
3,28,5
4,28,5
5,28,5
6,28,4
7,28,4
8,28,3
9,28,4
10,28,3
11,28,3
12,28,1
13,28,5
14,28,4
15,28,4
16,28,3
17,28,5
18,28,5
19,28,5
20,28,4
21,28,5
22,28,5
23,28,5
24,28,3
25,28,5
26,28,4
27,28,1
28,28,3
29,28,3
30,28,2
31,28,5
32,28,5
33,28,5
34,28,2
35,28,2
36,28,2
37,28,2
38,28,3
39,28,3
40,28,2
41,28,5
42,28,1
43,28,3
44,28,2
45,28,3
46,28,3
47,28,2
48,28,2
49,28,2
50,28,2
51,28,5
52,28,1
53,28,3
54,28,5
55,28,3
56,28,3
57,28,2
58,28,1
59,28,2
60,28,2
1,29,2
2,29,5
3,29,4
4,29,2
5,29,3
6,29,4
7,29,3
8,29,3
9,29,4
10,29,4
11,29,3
12,29,5
13,29,3
14,29,2
15,29,2
16,29,5
17,29,1
18,29,1
19,29,5
20,29,5
21,29,1
22,29,4
23,29,3
24,29,4
25,29,1
26,29,1
27,29,1
28,29,5
29,29,2
30,29,2
31,29,4
32,29,5
33,29,5
34,29,1
35,29,3
36,29,2
37,29,3
38,29,2
39,29,1
40,29,4
41,29,4
42,29,2
43,29,4
44,29,2
45,29,3
46,29,5
47,29,1
48,29,1
49,29,5
50,29,3
51,29,5
52,29,3
53,29,2
54,29,4
55,29,1
56,29,2
57,29,5
58,29,3
59,29,1
60,29,4
1,30,3
2,30,4
3,30,4
4,30,5
5,30,4
6,30,3
7,30,5
8,30,2
9,30,5
10,30,4
11,30,3
12,30,1
13,30,2
14,30,3
15,30,3
16,30,3
17,30,1
18,30,2
19,30,3
20,30,4
21,30,1
22,30,3
23,30,3
24,30,4
25,30,4
26,30,4
27,30,5
28,30,5
29,30,5
30,30,3
31,30,4
32,30,3
33,30,4
34,30,3
35,30,4
36,30,2
37,30,2
38,30,3
39,30,2
40,30,2
41,30,4
42,30,5
43,30,5
44,30,4
45,30,4
46,30,4
47,30,3
48,30,3
49,30,4
50,30,5
51,30,5
52,30,4
53,30,3
54,30,4
55,30,5
56,30,4
57,30,3
58,30,3
59,30,3
60,30,3
1,31,3
2,31,2
3,31,2
4,31,2
5,31,2
6,31,2
7,31,4
8,31,2
9,31,3
10,31,4
11,31,4
12,31,3
13,31,3
14,31,4
15,31,4
16,31,4
17,31,1
18,31,4
19,31,4
20,31,2
21,31,1
22,31,4
23,31,4
24,31,3
25,31,2
26,31,1
27,31,2
28,31,2
29,31,1
30,31,1
31,31,4
32,31,3
33,31,4
34,31,1
35,31,1
36,31,2
37,31,1
38,31,4
39,31,2
40,31,3
41,31,2
42,31,1
43,31,2
44,31,3
45,31,2
46,31,3
47,31,2
48,31,2
49,31,4
50,31,4
51,31,3
52,31,2
53,31,4
54,31,3
55,31,4
56,31,2
57,31,2
58,31,2
59,31,1
60,31,1
1,32,2
2,32,3
3,32,5
4,32,5
5,32,3
6,32,4
7,32,4
8,32,3
9,32,5
10,32,5
11,32,4
12,32,4
13,32,3
14,32,5
15,32,5
16,32,3
17,32,2
18,32,2
19,32,3
20,32,2
21,32,4
22,32,5
23,32,3
24,32,4
25,32,5
26,32,3
27,32,5
28,32,4
29,32,5
30,32,2
31,32,3
32,32,3
33,32,4
34,32,3
35,32,4
36,32,3
37,32,4
38,32,5
39,32,4
40,32,4
41,32,3
42,32,5
43,32,5
44,32,4
45,32,2
46,32,3
47,32,3
48,32,2
49,32,2
50,32,4
51,32,5
52,32,4
53,32,4
54,32,5
55,32,5
56,32,3
57,32,3
58,32,3
59,32,2
60,32,3
1,33,1
2,33,2
3,33,4
4,33,5
5,33,5
6,33,1
7,33,1
8,33,2
9,33,2
10,33,3
11,33,4
12,33,4
13,33,4
14,33,2
15,33,2
16,33,5
17,33,3
18,33,3
19,33,3
20,33,3
21,33,4
22,33,2
23,33,1
24,33,1
25,33,1
26,33,3
27,33,5
28,33,1
29,33,5
30,33,3
31,33,5
32,33,4
33,33,3
34,33,4
35,33,5
36,33,2
37,33,2
38,33,1
39,33,3
40,33,1
41,33,4
42,33,5
43,33,5
44,33,3
45,33,4
46,33,1
47,33,3
48,33,2
49,33,2
50,33,1
51,33,5
52,33,4
53,33,5
54,33,1
55,33,1
56,33,2
57,33,2
58,33,4
59,33,3
60,33,3
1,34,1
2,34,2
3,34,4
4,34,4
5,34,4
6,34,2
7,34,2
8,34,4
9,34,2
10,34,1
11,34,2
12,34,3
13,34,1
14,34,1
15,34,5
16,34,4
17,34,1
18,34,5
19,34,2
20,34,3
21,34,3
22,34,3
23,34,1
24,34,4
25,34,5
26,34,5
27,34,5
28,34,5
29,34,1
30,34,3
31,34,5
32,34,5
33,34,4
34,34,1
35,34,4
36,34,1
37,34,2
38,34,3
39,34,2
40,34,3
41,34,2
42,34,3
43,34,3
44,34,5
45,34,2
46,34,5
47,34,4
48,34,4
49,34,1
50,34,1
51,34,4
52,34,1
53,34,4
54,34,3
55,34,3
56,34,2
57,34,1
58,34,2
59,34,5
60,34,5
1,35,2
2,35,2
3,35,4
4,35,4
5,35,4
6,35,2
7,35,5
8,35,2
9,35,5
10,35,3
11,35,3
12,35,3
13,35,5
14,35,5
15,35,4
16,35,2
17,35,2
18,35,4
19,35,1
20,35,5
21,35,1
22,35,1
23,35,1
24,35,5
25,35,4
26,35,1
27,35,3
28,35,3
29,35,3
30,35,1
31,35,5
32,35,3
33,35,5
34,35,1
35,35,4
36,35,1
37,35,3
38,35,2
39,35,4
40,35,2
41,35,5
42,35,4
43,35,4
44,35,2
45,35,5
46,35,2
47,35,3
48,35,5
49,35,1
50,35,1
51,35,5
52,35,4
53,35,5
54,35,4
55,35,2
56,35,3
57,35,3
58,35,2
59,35,1
60,35,1
1,36,3
2,36,2
3,36,2
4,36,2
5,36,2
6,36,4
7,36,4
8,36,3
9,36,4
10,36,4
11,36,4
12,36,4
13,36,1
14,36,2
15,36,2
16,36,1
17,36,1
18,36,3
19,36,3
20,36,3
21,36,1
22,36,3
23,36,2
24,36,3
25,36,1
26,36,1
27,36,3
28,36,3
29,36,3
30,36,2
31,36,2
32,36,3
33,36,4
34,36,3
35,36,1
36,36,1
37,36,2
38,36,4
39,36,4
40,36,2
41,36,2
42,36,4
43,36,4
44,36,3
45,36,4
46,36,1
47,36,2
48,36,1
49,36,2
50,36,4
51,36,4
52,36,2
53,36,3
54,36,3
55,36,4
56,36,1
57,36,1
58,36,2
59,36,3
60,36,1
1,37,4
2,37,4
3,37,4
4,37,5
5,37,3
6,37,2
7,37,2
8,37,2
9,37,5
10,37,4
11,37,4
12,37,5
13,37,5
14,37,3
15,37,2
16,37,2
17,37,1
18,37,3
19,37,3
20,37,5
21,37,2
22,37,3
23,37,1
24,37,5
25,37,1
26,37,1
27,37,3
28,37,1
29,37,1
30,37,4
31,37,3
32,37,3
33,37,4
34,37,5
35,37,5
36,37,2
37,37,2
38,37,4
39,37,1
40,37,1
41,37,3
42,37,4
43,37,5
44,37,2
45,37,1
46,37,4
47,37,3
48,37,5
49,37,1
50,37,2
51,37,4
52,37,2
53,37,1
54,37,4
55,37,2
56,37,3
57,37,3
58,37,4
59,37,5
60,37,5
1,38,5
2,38,5
3,38,3
4,38,3
5,38,2
6,38,5
7,38,5
8,38,4
9,38,5
10,38,5
11,38,5
12,38,5
13,38,5
14,38,5
15,38,5
16,38,1
17,38,1
18,38,5
19,38,5
20,38,5
21,38,3
22,38,5
23,38,5
24,38,5
25,38,3
26,38,3
27,38,2
28,38,5
29,38,5
30,38,5
31,38,5
32,38,5
33,38,5
34,38,3
35,38,3
36,38,2
37,38,5
38,38,5
39,38,3
40,38,5
41,38,5
42,38,5
43,38,5
44,38,5
45,38,5
46,38,5
47,38,5
48,38,4
49,38,4
50,38,4
51,38,5
52,38,5
53,38,5
54,38,5
55,38,5
56,38,5
57,38,3
58,38,3
59,38,1
60,38,2
1,39,4
2,39,4
3,39,4
4,39,4
5,39,3
6,39,2
7,39,3
8,39,3
9,39,4
10,39,3
11,39,3
12,39,2
13,39,3
14,39,3
15,39,4
16,39,4
17,39,3
18,39,3
19,39,3
20,39,3
21,39,3
22,39,4
23,39,2
24,39,3
25,39,1
26,39,2
27,39,2
28,39,2
29,39,1
30,39,2
31,39,4
32,39,4
33,39,4
34,39,1
35,39,3
36,39,4
37,39,1
38,39,3
39,39,2
40,39,2
41,39,2
42,39,4
43,39,4
44,39,4
45,39,1
46,39,4
47,39,2
48,39,2
49,39,3
50,39,3
